"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-04","74","H,,S","82",",,W","66",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-05","78","H,,S","90",",,W","72",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-06","82","H,,S","88",",,W","72",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-07","79","H,,S","88",",,W","75",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-08","78","H,,S","87",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-09","69","H,,S","72",",,W","66",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-10","73","H,,S","84",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-11","74","H,,S","82",",,W","67",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-12","73","H,,S","80",",,W","66",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-13","75","H,,S","82",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-14","78","H,,S","85",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-15","83","H,,S","92",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-16","82","H,,S","88",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-17","79","H,,S","87",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-18","80","H,,S","91",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-19","80","H,,S","86",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-20","76","H,,S","81",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-21","77","H,,S","85",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-22","80","H,,S","90",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-23","87","H,,S","98",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-24","83","H,,S","90",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-25","78","H,,S","87",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-26","82","H,,S","93",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-27","82","H,,S","88",",,W","75",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-28","80","H,,S","88",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-29","77","H,,S","86",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-30","77","H,,S","85",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-07-31","77","H,,S","80",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-01","74","H,,S","78",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-02","74","H,,S","79",",,W","67",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-03","72","H,,S","79",",,W","64",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-04","72","H,,S","80",",,W","64",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-05","74","H,,S","81",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-06","77","H,,S","84",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-07","80","H,,S","89",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-08","80","H,,S","84",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-09","78","H,,S","86",",,W","71",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-10","79","H,,S","84",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-11","82","H,,S","92",",,W","78",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-12","83","H,,S","90",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-13","85","H,,S","91",",,W","80",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-14","87","H,,S","95",",,W","82",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-15","84","H,,S","88",",,W","78",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-16","82","H,,S","87",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-17","82","H,,S","87",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-18","79","H,,S","85",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-19","80","H,,S","87",",,W","76",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-20","79","H,,S","87",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-21","80","H,,S","84",",,W","76",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-22","76","H,,S","81",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-23","71","H,,S","79",",,W","64",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-24","75","H,,S","85",",,W","67",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-25","76","H,,S","81",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-26","81","H,,S","92",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-27","81","H,,S","87",",,W","74",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-28","78","H,,S","83",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-29","81","H,,S","94",",,W","72",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-30","77","H,,S","82",",,W","71",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-08-31","77","H,,S","85",",,W","73",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-01","76","H,,S","79",",,W","71",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-02","73","H,,S","80",",,W","67",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-03","74","H,,S","77",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-04","72","H,,S","80",",,W","65",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-05","72","H,,S","84",",,W","65",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-06","76","H,,S","78",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-07","76","H,,S","86",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-08","77","H,,S","82",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-09","83","H,,S","91",",,W","77",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-10","80","H,,S","86",",,W","75",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-11","79","H,,S","85",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-12","70","H,,S","77",",,W","60",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-13","70","H,,S","78",",,W","63",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-14","74","H,,S","83",",,W","68",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-15","69","H,,S","75",",,W","62",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-16","66","H,,S","74",",,W","56",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-17","66","H,,S","75",",,W","56",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-18","74","H,,S","80",",,W","69",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-19","73","H,,S","74",",,W","70",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-20","73","H,,S","82",",,W","69",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-21","73","H,,S","85",",,W","65",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-22","73","H,,S","83",",,W","62",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-23","71","H,,S","79",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-24","67","H,,S","72",",,W","58",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-25","62","H,,S","70",",,W","53",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-26","62","H,,S","72",",,W","51",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-27","70","H,,S","75",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-28","65","H,,S","70",",,W","59",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-29","62","H,,S","64",",,W","59",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-30","61","H,,S","62",",,W","59",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-01","60","H,,S","63",",,W","58",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-02","61","H,,S","65",",,W","58",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-03","65","H,,S","73",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-04","65","H,,S","70",",,W","57",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-05","60","H,,S","69",",,W","51",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-06","60","H,,S","71",",,W","52",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-07","61","H,,S","73",",,W","52",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-08","62","H,,S","71",",,W","55",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-09","60","H,,S","66",",,W","53",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-10","55","H,,S","64",",,W","47",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-11","54","H,,S","63",",,W","45",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-12","57","H,,S","66",",,W","49",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-13","59","H,,S","70",",,W","50",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-14","56","H,,S","63",",,W","47",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-15","54","H,,S","64",",,W","45",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-16","60","H,,S","69",",,W","51",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-17","67","H,,S","75",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-18","67","H,,S","75",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-19","73","H,,S","86",",,W","61",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-20","67","H,,S","72",",,W","59",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-21","68","H,,S","73",",,W","60",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-22","55","H,,S","60",",,W","48",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-23","54","H,,S","64",",,W","46",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-24","59","H,,S","66",",,W","48",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-25","51","H,,S","54",",,W","44",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-26","46","H,,S","53",",,W","40",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-27","46","H,,S","62",",,W","42",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-28","51","H,,S","57",",,W","43",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-29","49","H,,S","63",",,W","39",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-30","66","H,,S","73",",,W","56",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-31","53","H,,S","57",",,W","44",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-01","49","H,,S","59",",,W","40",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-02","59","H,,S","68",",,W","53",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-03","63","H,,S","73",",,W","57",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-04","58","H,,S","63",",,W","49",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-05","54","H,,S","65",",,W","44",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-06","56","H,,S","61",",,W","45",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-07","48","H,,S","55",",,W","39",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-08","52","H,,S","67",",,W","39",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-09","55","H,,S","60",",,W","50",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-10","50","H,,S","58",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-11","55","H,,S","66",",,W","42",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-12","44","H,,S","52",",,W","37",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-13","49","H,,S","62",",,W","40",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-14","51","H,,S","59",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-15","51","H,,S","54",",,W","48",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-16","52","H,,S","62",",,W","45",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-17","56","H,,S","63",",,W","49",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-18","54","H,,S","67",",,W","44",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-19","53","H,,S","60",",,W","42",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-20","44","H,,S","44",",,W","37",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-21","40","H,,S","42",",,W","38",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-22","40","H,,S","44",",,W","38",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-23","40","H,,S","47",",,W","36",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-24","44","H,,S","51",",,W","38",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-25","49","H,,S","55",",,W","46",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-26","50","H,,S","53",",,W","43",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-27","45","H,,S","53",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-28","45","H,,S","52",",,W","37",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-29","55","H,,S","60",",,W","52",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-30","56","H,,S","59",",,W","51",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-01","55","H,,S","57",",,W","44",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-02","47","H,,S","53",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-03","46","H,,S","50",",,W","42",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-04","44","H,,S","48",",,W","39",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-05","44","H,,S","52",",,W","40",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-06","43","H,,S","47",",,W","37",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-07","44","H,,S","47",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-08","43","H,,S","45",",,W","35",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-09","37","H,,S","43",",,W","31",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-10","33","H,,S","39",",,W","30",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-11","33","H,,S","36",",,W","28",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-12","42","H,,S","48",",,W","34",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-13","41","H,,S","44",",,W","37",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-14","41","H,,S","45",",,W","35",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-15","30","H,,S","36",",,W","21",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-16","22","H,,S","29",",,W","19",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-17","31","H,,S","40",",,W","27",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-18","47","H,,S","60",",,W","33",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-19","31","H,,S","33",",,W","26",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-20","27","H,,S","35",",,W","20",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-21","35","H,,S","41",",,W","30",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-22","42","H,,S","51",",,W","34",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-23","43","H,,S","48",",,W","38",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-24","42","H,,S","47",",,W","39",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-25","45","H,,S","52",",,W","36",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-26","39","H,,S","49",",,W","31",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-27","54","H,,S","62",",,W","41",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-28","43","H,,S","43",",,W","32",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-29","39","H,,S","48",",,W","28",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-30","39","H,,S","43",",,W","35",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-31","38","H,,S","45",",,W","33",",,W"
